[00:00] 來來來開始囉 大家晚安
[00:05] 大家晚安 收發音樂
[00:07] 大家晚安大家好 來聯絡點一下
[00:11] 晚安晚安 來趕快進來趕快進來
[00:15] 在直播間就可以這樣大吵大鬧
[19:24] 要大盒買大盒
[19:25] 想要送禮給朋友的
[19:26] 我覺得
[19:27] 我覺得這個非常棒
[19:28] 699
[19:29] 在回家之前很超級
[19:30] 因為期間限定的東西
[19:31] 外面買不到
[19:32] 好不好
[19:33] 外面買不到
[19:34] A02
[19:35] 加1
[19:36] 小的
[19:37] 399
[19:38] A03
[19:39] 699
[19:40] 在回家
[19:41] 699
[19:42] 699
[19:43] 我跟你講
[19:44] 大家都A02
[19:45] 就小盒的
[19:46] 你如果想要體驗的話
[19:47] 幫我打A02
[19:48] 但我跟你們講一件事情
[19:50] 你說我要體驗
[19:51] 可是
[19:52] 那當你真是
[19:53] 真是覺得體驗了
[19:54] 哇 很好吃
[19:55] 我想要再買
[19:56] 我跟你講買不到了
[19:57] 買不到了
[19:58] 所以A03
[19:59] 可以再起來
[20:00] 然後甚至是多加幾的回去
[20:01] 把握這次的
[20:02] 9月最新最新的
[20:03] 也許是他期間限定的
[20:04] 下個月來
[20:05] 就沒有了
[20:06] 就沒有了
[20:07] 直接幫我打A03
[20:08] A03 699
[20:09] 直播再給大家
[20:10] 有12錄
[20:11] 12錄
[20:12] 自己帶回去
[20:13] 錯過 不要錯過
[20:14] 再來
[20:15] 大家知道現在
[20:16] 維尼100週年
[20:17] 好不好
[20:18] 我們的東京本安娜一樣
[20:19] 有跟小熊
[20:20] 有跟那個
[20:21] 迪士尼聯名的
[20:22] 小熊 維尼100週年
[20:25] 它是那個
[20:26] 手提帶
[20:27] 它是購物袋
[20:28] 它是折疊式購物袋
[20:29] 我要打開
[20:30] 你們會尖叫
[20:31] 好不好
[20:32] 你們會尖叫
[20:33] 超級可愛
[20:34] 超可愛
[20:35] 好大
[20:36] 超級可愛
[20:38] 超級可愛
[20:39] 我給你們看一下
[20:40] 它一樣是
[20:41] 防潑水泥龍材質
[20:43] 防潑水泥龍材質
[20:44] 來囉
[20:45] 尺寸我等一下
[20:46] 給你們講
[20:47] 100週年期間限定
[20:48] 你們好
[20:49] 看我拍影片
[20:50] 你會遇到
[20:51] 下一個小熊維尼
[20:52] 100週年
[20:53] 不可能
[20:54] 所以是不是
[20:55] 很值
[20:56] 這本來好說不能賣
[20:57] 數量很少
[20:58] 所以
[20:59] 數量很少
[21:00] 香蕉蛋糕
[21:01] 他要買香蕉蛋糕
[21:02] 怎麼辦
[21:03] 他不是在賴群靈
[21:04] 資訊媽家
[21:05] 可是我們沒辦法提
[21:06] 要怎麼辦
[21:07] 你要怎麼處理
[21:08] 就是
[21:09] VIP才可以
[21:10] VIP才可以買
[21:11] 好不好
[21:12] 來我跟你們講
[21:13] 兩面圖案不一樣
[21:14] 好不好
[21:15] 兩面圖案不一樣
[21:16] 你看
[21:17] 小熊維尼家族
[21:18] 大集合
[21:19] 大集合
[21:20] 然後他就是
[21:21] 可以折疊
[21:22] 收在這個小袋子裡
[21:23] 就像剛剛
[21:24] 剛剛折疊起來
[21:25] 來
[21:26] 尺寸是38.5成億
[21:27] 多少
[21:28] 27成12
[21:29] 然後你要放A4沒問題
[21:31] 沒問題
[21:32] 這個大小
[21:33] 要放A4沒有問題
[21:34] 兩面圖案不一樣
[21:35] 100週年限定
[21:36] 100週年限定
[21:37] 來
[21:38] 這個是A04對不對
[21:39] 對
[21:40] A04
[21:41] A04
[21:42] A04加1好不好
[21:43] A04加1
[21:44] 這超過我真的點了
[21:45] 可以啦
[21:46] 我先跟
[21:47] 你要背電腦也可以
[21:48] 我先跟大家說
[21:49] 因為這種
[21:50] 100週年期間限定的
[21:51] 你先喊單
[21:52] 但是
[21:53] 如果斷貨
[21:54] 就不要生氣
[21:55] 不要生氣
[21:56] 在我們禮拜一
[21:57] 會盡量幫大家
[21:58] 直接去現場小貨
[21:59] 斷貨不要生氣
[22:00] 100週年
[22:01] 日本限定的
[22:02] 日本限定
[22:03] 東京本南南聯名的
[22:04] 超級可愛
[22:05] 兩面圖案不一樣
[22:06] 100週年只有一次
[22:07] 你不會遇到
[22:08] 下一次
[22:09] 一次A前人物
[22:10] 來
[22:11] 今天A04加1
[22:12] 聽好了
[22:13] 這種日本限定款
[22:14] 最少也要來個
[22:15] 一千多塊吧
[22:16] 來今天給大家
[22:17] 一千塊不用
[22:18] 來聽好了
[22:19] 一千塊不用
[22:20] 今天給大家
[22:21] 超狂的價格
[22:22] 商城價599
[22:23] 線上價499
[22:24] 帶回家
[22:25] 499
[22:26] 讓你500塊都不要
[22:27] 499
[22:28] 讓你500塊
[22:29] 他很大一個
[22:30] 500塊都不用
[22:31] 他又可以收他
[22:32] 這是100週年
[22:33] 日本
[22:34] 非常值得收藏
[22:35] 日本東京本南南
[22:36] 跟迪士尼聯名的最新
[22:38] 全系列小熊維尼的我
[22:40] 這個是因為
[22:41] 我賣台灣的小熊維尼
[22:42] 100週年你們都
[22:43] 好喜歡
[22:44] 台灣版
[22:45] 然後我特地
[22:46] 你知道嗎
[22:47] 第一天下飛機
[22:48] 下飛機我們還暴雨
[22:49] 我們在
[22:50] 暴雨我們在飛機
[22:51] 上面卡了一個小時
[22:52] 因為他就
[22:53] 地面作業
[22:54] 全部暫停
[22:55] 我們的機場
[22:56] 就送來差點跑掉
[22:57] 我們下不了飛機
[22:58] 然後機場接送
[22:59] 還不想等我們
[23:00] 他就說
[23:01] 20分鐘
[23:02] 跑上車
[23:03] 然後一到酒店
[23:04] 東西丟著
[23:05] 然後特地
[23:06] 趕快再對
[23:07] 然後東京車站
[23:08] 關門前去幫你們
[23:09] 去幫人掃到的
[23:10] 掃到這一艇
[23:11] 來
[23:12] 線上罕單的朋友
[23:13] 只要499
[23:14] 499
[23:15] 線上罕單的朋友
[23:16] 只要499
[23:17] 關鍵字是A04
[23:19] A01
[23:20] 再看看
[23:21] 仔細看一下圖案兩面
[23:22] 再給美仔細看一下
[23:23] 正面的部分
[23:24] 它是我們
[23:25] 完整的所有的小熊維尼
[23:27] 家族都在裡面
[23:28] 小豬
[23:29] 還有你有沒有看到
[23:30] 全系列人物都在裡面
[23:31] 全系列人物都在裡面
[23:32] 過完我們小熊維尼
[23:33] 從來都在一個
[23:34] 超級無敵可愛的
[23:35] 然後
[23:36] 它的背面的話
[23:37] 是比較大頭的感覺
[23:38] 它就是在看著你們
[23:39] 然後是我們
[23:40] 100週年限定的商品
[23:41] 然後
[23:42] 你們今天
[23:43] 如果我們要使用的話
[23:44] 折起來
[23:45] 它是可以折的
[23:46] 可以折的
[23:47] 非常小
[23:48] 然後如果你今天說
[23:49] 好標則
[23:50] 那這個
[23:51] 你可以放一些你的
[23:52] 小零錢
[23:53] 小錢包
[23:54] 小票卡
[23:55] 都沒有問題
[23:56] 在裡面
[23:57] 當然裡面
[23:58] 那尺寸的話
[23:59] 公共分
[24:00] 現在是8.5吋
[24:01] 27吋以12公公分
[24:02] 你要抓13吋電腦
[24:03] 14吋電腦
[24:04] 15吋電腦
[24:05] 統統都沒有問題
[24:06] 沒問題喔
[24:07] 我們就自己戴起來
[24:08] 自己戴起來
[24:09] 然後它是那種
[24:10] 防水的
[24:11] 沒有防水的防潑水
[24:12] 給你走
[24:13] 100週年的
[24:14] 超級可愛
[24:15] 這我看的自己也很喜歡
[24:16] 499帶回去
[24:17] 它是每個100週年的
[24:18] 100週年的符號
[24:19] 好不好
[24:20] 100週年的符號
[24:21] 再來
[24:22] 也是維尼化妝包
[24:23] 也是東京 Banana
[24:25] 期間限定
[24:26] 然後呢
[24:27] 跟迪士尼聯名的
[24:28] 它也是100週年的
[24:29] 來 尺寸先給大家
[24:30] 11X17X5
[24:32] 好不好
[24:33] 11X17
[24:34] 它很可愛
[24:35] 它是一個前面這裡
[24:36] 它是做一個那種
[24:37] 果凍包材質
[24:38] 就是塑膠材質
[24:40] 後面是做網狀隔層
[24:42] 來 然後拉鏈頭
[24:43] 是做一個蜜蜂罐
[24:45] 好不好
[24:46] 蜂蜜罐啦
[24:47] 蜂蜜罐
[24:48] 然後這裡有一個小提把
[24:49] 小提把
[24:50] 這個你就可以拿來
[24:51] 當化妝包
[24:52] 然後萬用包
[24:53] 你想放什麼都可以
[24:54] 然後裡面有一個
[24:55] 小口袋
[24:56] 裡面有一個小口袋
[24:57] 就是100週年限定的
[24:58] 沒錯
[24:59] 100週年限定的
[25:00] 這個等下幫我打A05
[25:02] 他們都穿維尼的衣服
[25:04] 好可愛
[25:05] 好可愛
[25:06] 我第一次看到這樣子
[25:07] 他們真的全部都
[25:08] 穿維尼的衣服
[25:09] 對 很可愛
[25:10] 我跟你講
[25:11] 因為迪士尼我知道
[25:12] 這種100週年
[25:13] 那個
[25:14] 蜂蜜罐的拉鏈
[25:15] 超可愛
[25:16] 蝴蝶卵糖
[25:17] 中午出過
[25:18] 但我等一下就會出給你們
[25:19] 等下再介紹一次
[25:20] 因為外包了
[25:21] 好不好
[25:22] 來 這個我跟你們講
[25:23] 因為100週年這種
[25:24] 是塗褲都是迪士尼
[25:25] 再重新畫出來的
[25:26] 如果你要這種
[25:27] 100週年出這個東西
[25:29] 你還要另外付錢給迪士尼
[25:30] 沒錯
[25:31] 因為它是就是
[25:32] 旗艦限定的東西
[25:33] 對
[25:34] 所以才會跟平常的
[25:35] 塗褲不一樣
[25:36] 來 今天要的朋友
[25:37] 還沒開家就已經喊了
[25:38] A05加1好不好
[25:39] 來 這個
[25:40] 如果你去迪士尼樂園
[25:41] 隨便買一個化妝包
[25:42] 也要一個900塊吧
[25:44] 好不好
[25:45] 來 今天要的朋友
[25:46] 給大家聽好了
[25:47] 商城價一樣590塊
[25:49] 蛤
[25:50] 來 線上價
[25:51] 跟剛剛一樣
[25:52] 購物袋一樣
[25:53] 給大家
[25:54] 499
[25:55] 499
[25:56] 500塊都不用
[25:57] 來 你們自己帶回去
[25:58] 它整個是做網賺的
[25:59] 非常值得收藏
[26:00] 網賺的外層是用網賺
[26:02] 然後裡面一樣
[26:03] 做一個小隔層給你們
[26:04] 然後
[26:05] 它的圖數超級可愛
[26:06] 前面是做那種
[26:07] 一個那個
[26:08] 什麼塑膠印刷的
[26:09] 一切在上面
[26:10] 然後這邊
[26:11] 上面是有我們的
[26:12] 小城威力
[26:13] 他們全部都是小城威力
[26:14] 100週年限定的
[26:15] 然後你看
[26:16] 這裡有100週年的符號
[26:17] 在這邊
[26:18] 值得收藏
[26:19] 因為我跟你講
[26:20] 因為我們不會再有
[26:21] 遇到下一個威力
[26:22] 100週年了
[26:23] 然後尺寸是
[26:25] 然後今天賣你們
[26:26] 500塊都不用的價錢
[26:27] 沒錯
[26:28] 你們可以當那個
[26:29] 500塊都不用的價錢
[26:30] 超級適合的
[26:31] 我真的覺得自己帶回去
[26:32] 自己帶回去
[26:33] 超級可愛的
[26:34] A05加鳥的數量
[26:35] A05加鳥的數量
[26:36] 這款真的必帶
[26:37] 必買必買
[26:38] 來這邊
[26:39] 我們就要買
[26:40] 最限定 最新
[26:41] 最限量的商品
[26:42] 那一樣
[26:43] 你們就保護機會
[26:44] 直接在線上帶起來
[26:45] A05加鳥的數量
[26:46] 加一直接直播
[26:47] 價給大家
[26:48] 499
[26:49] 帶回家
[26:50] 499
[26:51] 來
[26:52] 哇 你現在是
[26:54] 很瘋狂
[26:55] 剛剛我們就
[26:56] 一直喊一喊
[26:57] 我們
[26:58] 就可以先去做採購
[27:00] 好不好
[27:01] 來 再來是什麼
[27:02] 你不是在唱
[27:06] 它是蛋糕還是
[27:07] 餅乾的
[27:08] 餅乾的
[27:09] 來 一樣期間限定的
[27:11] 它上面是我們
[27:12] 機衣卡娃
[27:13] 這是最新最新的
[27:15] 也是9月限定的商品
[27:17] 9月卡出的
[27:19] 最新的機衣卡娃
[27:21] 它這是
[27:22] 冬季伯伯
[27:23] 它們出的餅乾
[27:24] 夾心餅乾
[27:25] 夾心餅乾
[27:26] 夾心餅乾
[27:27] 然後
[27:28] 你們看一下
[27:29] 它裡面的冷物
[27:30] 都是有幫你們
[27:31] 印在餅乾上面的
[27:32] 餅乾上面就有機衣卡
[27:33] 超級可愛
[27:34] 然後我們今天
[27:35] 買的規格是
[27:36] 12入的
[27:37] 12入的
[27:38] 這個也是很難
[27:39] 很難買的商品
[27:40] 你們當然一樣
[27:41] 保握機會
[27:42] 保握機會
[27:43] 來
[27:44] 這個的話
[27:45] 你們今天打開裡面
[27:46] 就是有12片
[27:47] 12片
[27:48] 打開給你們看一下
[27:49] 然後
[27:50] 孝奇的話
[27:51] 孝奇我看一下
[27:52] 孝奇我們那天買
[27:53] 我們手上是到11月
[27:55] 好不好
[27:56] 手上是到11月
[27:57] 超級超級可愛的
[27:59] 好不好
[28:00] 超級超級可愛的
[28:01] 然後一盒裡面
[28:02] 我跟你講12入
[28:03] 好不好
[28:04] 12入
[28:05] 開車
[28:06] 超可愛
[28:07] 超級有力
[28:08] 好療癒
[28:09] 真的超可愛的
[28:10] 你們自己
[28:11] 我要吃
[28:13] 好可愛
[28:14] 我不給人家吃
[28:15] 來
[28:16] 今天要的
[28:17] 如果你喜歡
[28:18] 那個全吃冬金
[28:19] Banana的商品
[28:20] 或者是你喜歡
[28:21] 吉伊卡挖期間限定的
[28:23] 來今天要的是A-06
[28:25] 就是Banana口味
[28:27] 好不好
[28:28] 這就Banana口味對不對
[28:29] 對
[28:30] 香蕉口味
[28:31] 冬金Banana
[28:32] 他們家的招牌
[28:33] 香蕉口味的
[28:34] 對 沒錯
[28:35] 來 A-06對不對
[28:36] A-06
[28:37] A-06加1
[28:38] A-06加1
[28:39] 好不好
[28:40] 12入的
[28:41] 然後呢
[28:42] 吉伊卡挖聯名款
[28:43] 好不好
[28:44] 吉伊卡挖聯名款
[28:46] 來
[28:47] 今天要的朋友
[28:48] A-06加1
[28:49] 來
[28:50] 二哥 你開啦
[28:51] 來 今天
[28:52] 加1給大家749塊
[28:53] 才749
[28:54] 749
[28:55] 我跟你講
[28:56] 你自己來買
[28:57] 買招牌
[28:58] 都要8900
[28:59] 我跟你講排隊排超場
[29:00] 我們昨天在那邊
[29:01] 排隊
[29:02] 光結帳結了
[29:03] 半個小牆上
[29:04] 提了兩大
[29:05] 在這邊
[29:06] 這樣子扛著走
[29:07] 然後排了超值509的
[29:08] 就還買到這一款
[29:09] 剛才是
[29:10] 他現場
[29:11] 都在少
[29:12] 大家都在少
[29:13] 因為
[29:14] 他也算是
[29:14] 那種回歸
[29:15] 他是回
[29:16] 那種限定限時
[29:17] 回歸的商品
[29:18] 才又復刻出這一個系列的商品店
[29:21] 都在9月而已
[29:21] 對 就是期間聯名限定
[29:23] 沒錯 你們自己保護幾輩
[29:24] 過了就沒有了
[29:25] 對 你保護幾輩
[29:26] 過了就沒有了
[29:26] 它算是回歸
[29:28] 所以它算是現實回歸的商品
[29:30] 現實回歸的商品
[29:30] A06-1 好不好
[29:32] A06-1
[29:34] 香蕉的回家
[29:35] 來 一樣啦
[29:35] 開個現場價給大家啦
[29:37] 749已經好狂啦
[29:38] 現在很賣的朋友
[29:39] 我們上面就整個
[29:40] 人家都賣了900多塊了你
[29:42] 現場的朋友
[29:43] 現場價699帶回家
[29:45] 699 12片耶
[29:46] 699帶回家
[29:47] 你喝
[29:49] 我們中午太含蓄
[29:50] 我們就是要這樣子嗨下去 好不好
[29:52] 來 699帶回家 好不好
[29:54] 現在要牛奶口味的
[29:55] 想要送禮送給朋友什麼的
[29:57] 生日禮物通通都可以
[29:59] 只要現場加699
[30:00] 699
[30:01] 稍期大概是到11月
[30:04] 我走上這盒是到11月 好不好
[30:06] 我走
[30:07] 為什麼我不吃
[30:08] 因為廠商的樣品
[30:09] 它過期了 好不好
[30:10] 二個人貼心
[30:11] 我跟你講我們之前在泰國
[30:12] 吃過過期兩年的東西
[30:14] 因為廠商跟我們樣品
[30:15] 有時候廠商自己不會留意
[30:17] 結果我們上次
[30:18] 我們兩個吃到了
[30:19] 過期兩年東西
[30:20] 你放心啦
[30:20] 我們自己的
[30:21] 我們這裡的吃到26年10月
[30:23] 所以二哥
[30:24] 二哥現在都很貼心的
[30:26] 看一下孝勤你知道嗎
[30:27] 你們都會更新
[30:28] 我會更新
[30:29] 因為樣品都是放在那邊
[30:30] 廠商不會特別留意
[30:31] 那邊有一個牌樣品
[30:32] 所以我才
[30:33] 二哥就一直跟我說賣家
[30:35] 沒有 因為他期間回歸的
[30:36] 所以他這個是上一次的
[30:38] 對 所以你們就
[30:39] 就是你們要的趕快加
[30:40] 然後我們給你們
[30:41] 現在加699好不好
[30:42] 超便宜的
[30:43] 來 699我們帶回去
[30:44] 那孝勤的話到時候
[30:45] 你們拿到
[30:46] 應該是會到12月了
[30:47] 因為接著我們就是
[30:48] 等你們要少貨的時候
[30:50] 我們孝勤都會比這個新
[30:51] 他們這個產品的話
[30:52] 他們孝勤是
[30:53] 每一天去都更新
[30:55] 為什麼
[30:55] 因為他當天就會賣完了
[30:57] 賣完了 賣完了
[30:58] 沒錯 又終於是這個機靠
[30:59] 然後可以開網頁給你們看
[31:01] 他們在東京班拉朗的官網上面
[31:02] 現在是缺貨完送
[31:04] 完送就算了
[31:06] 好啦 你說沒有
[31:07] 你說我們去現場
[31:08] 就算是現場
[31:09] 我跟你講
[31:10] 我今天在網路店
[31:11] 我有看他怎樣
[31:12] 他搭了大概四五盒
[31:14] 包在一起賣你這樣子
[31:15] 就是不能單買一盒了
[31:16] 沒有 他沒有在單單單買一盒了
[31:18] 那你今天跟我們
[31:19] 我們直播好
[31:20] 我們到時候去幫你們少貨
[31:21] 直接這樣699帶回去
[31:22] 多便宜 多開心
[31:24] 這也是期間限定
[31:25] 現場款機靠完的
[31:26] 當然我們還是要跟大家講
[31:27] 我們會盡量幫大家包裝好
[31:28] 但是因為畢竟
[31:29] 從日本預出到台灣
[31:31] 台灣預出到你那邊
[31:32] 如果餅乾的東西
[31:33] 餅乾的東西有破裂
[31:36] 好不好 餅乾有裂開
[31:37] 這個是因為
[31:38] 就是國際運輸的
[31:40] 請多包含
[31:41] 沒有辦法
[31:41] 因為什麼餅乾碎掉裂開
[31:43] 要退還貨
[31:44] 這個先跟你們講一下
[31:45] 因為我們盡力幫你們做包裝
[31:46] 但是收到你那邊
[31:48] 譬如說他真的裂開了
[31:49] 這個就請多包含
[31:51] 好不好 請多包含
[31:52] 來 再來
[31:53] 有人問這個鐵
[31:55] 葉酸 來
[31:56] 真的幫我刷
[31:57] 大家現場的朋友
[31:58] 下午有買到的東西
[31:59] 你好不好
[31:59] 來 幫我刷一排
[32:01] 必買
[32:02] 必買
[32:03] 先刷一排必買
[32:04] 來 給你們兩分鐘的時間
[32:05] 幫我刷必買
[32:06] 好
[32:07] 然後是不是沒有維他命C
[32:09] 因為好像後來沒拿到維他命C
[32:11] 如果你要維他命C
[32:14] 下午我們也有賣維他命C
[32:16] 然後呢
[32:17] 因為現場沒有維他命C
[32:19] 如果你要維他命C
[32:20] 那個系列的味覺堂
[32:21] 可以去購物車甲
[32:23] 或者看中午的直播回放
[32:24] 這一場
[32:26] 中午我幫你們加過鐵跟葉酸
[32:28] 我給你們看
[32:28] 你們看
[32:30] 現在這個官網
[32:32] 我們剛才賣的那一盒
[32:33] 一街都是完售的狀態
[32:35] 都是完售了
[32:36] 你們自己把握幾後
[32:37] 我們都會幫你們刷貨
[32:39] 各位朋友 我告訴大家
[32:41] 你們在外面看到
[32:42] 一般我們藥妝店
[32:43] 你賣這個鐵跟葉酸
[32:45] 它是長這樣的
[32:46] 然後它是那個
[32:47] 好市多的特規版
[32:49] 日本好市多限定的特規版
[32:52] 來 大家看一下
[32:53] 這一包呢
[32:54] 我之前有買給你們看一下
[32:55] 一包239塊
[32:57] 好不好
[32:58] 239塊
[32:59] 然後我要給他買四包
[33:00] 而且很多
[33:01] 差別上面很多賣家都缺貨
[33:04] 我還找了一家
[33:05] 好 不容易太遠
[33:06] 只有現貨四包
[33:08] 只有現貨四包
[33:09] 然後一包要239塊
[33:11] 來 我們這一盒裡面
[33:12] 我跟大家講
[33:13] 這一盒裡面是10包
[33:16] 11包
[33:18] 10天份的11包
[33:20] 那一包它一袋
[33:21] 我們現在一袋
[33:22] 它是簡介檔包裝
[33:23] 一袋就是10天份
[33:24] 裡面有20顆
[33:26] 那一天就是吃兩顆
[33:28] 裡面有鐵跟葉酸
[33:29] 跟膠原蛋白
[33:30] 好不好
[33:31] 你有在倒數對不對
[33:35] 有在倒數嗎
[33:36] 來 倒數一下
[33:38] 等一下有刷幣買的
[33:39] 一樣比照中午
[33:40] 如果你中午 你看
[33:41] 有刷幣買的人
[33:42] 等一下時間到
[33:43] 抽三個送小禮物
[33:45] 登記起來送日本小禮物
